序号,代码,名称,最新价,10日涨跌幅,10日主力净流入-净额,10日主力净流入-净占比,10日超大单净流入-净额,10日超大单净流入-净占比,10日大单净流入-净额,10日大单净流入-净占比,10日中单净流入-净额,10日中单净流入-净占比,10日小单净流入-净额,10日小单净流入-净占比
3105,002692,远程股份,3.9,2.36,-24970864.0,-4.59,-6424996.0,-1.18,-18545868.0,-3.41,-3876913.0,-0.71,28847777.0,5.3
3106,301033,迈普医学,32.0,-4.9,-24990020.0,-12.67,-1831844.0,-0.93,-23158176.0,-11.74,8357478.0,4.24,16632544.0,8.43
3107,300116,保力新,1.22,-3.94,-25001133.0,-2.96,0.0,0.0,-25001133.0,-2.96,12328734.0,1.46,12672406.0,1.5
3108,603071,物产环能,13.76,-4.78,-25005439.0,-8.79,-14981733.0,-5.27,-10023706.0,-3.52,19173481.0,6.74,5831960.0,2.05
3109,002162,悦心健康,3.86,-3.26,-25027039.0,-4.01,-9895795.0,-1.59,-15131244.0,-2.43,-11675516.0,-1.87,36702560.0,5.88
3110,001306,夏厦精密,70.88,8.23,-25062993.0,-0.81,50016160.0,1.62,-75079153.0,-2.43,-73467600.0,-2.38,98530595.0,3.19
3111,002269,美邦服饰,1.64,-2.96,-25066548.0,-3.43,-11746865.0,-1.61,-13319683.0,-1.82,-4454580.0,-0.61,29521130.0,4.04
3112,601121,宝地矿业,5.82,-2.35,-25081046.0,-6.71,-846077.0,-0.23,-24234969.0,-6.49,-4261531.0,-1.14,29342580.0,7.85
3113,688478,晶升股份,30.4,-10.67,-25083908.0,-3.88,-16764578.0,-2.59,-8319330.0,-1.29,2422061.0,0.37,22661849.0,3.51
3114,688091,上海谊众,43.54,-10.78,-25084201.0,-4.16,-7365365.0,-1.22,-17718836.0,-2.94,21235650.0,3.53,3848557.0,0.64
3115,600886,国投电力,14.88,1.02,-25102747.0,-1.19,14539877.0,0.69,-39642624.0,-1.88,-11371037.0,-0.54,36473787.0,1.73
3116,601177,杭齿前进,8.07,-3.7,-25129025.0,-6.95,-4659518.0,-1.29,-20469507.0,-5.66,-338515.0,-0.09,25467540.0,7.05
3117,300370,安控科技,2.16,-4.42,-25132271.0,-4.45,0.0,0.0,-25132271.0,-4.45,4114717.0,0.73,21017555.0,3.72
3118,603200,上海洗霸,22.5,8.64,-25138582.0,-1.54,-11558911.0,-0.71,-13579671.0,-0.83,21474648.0,1.32,3663936.0,0.22
3119,002020,京新药业,10.88,0.55,-25221638.0,-1.86,-2791208.0,-0.21,-22430430.0,-1.65,1331146.0,0.1,23890494.0,1.76
3120,300872,天阳科技,11.76,-2.97,-25236134.0,-3.99,-2397750.0,-0.38,-22838384.0,-3.61,-8015951.0,-1.27,33252090.0,5.26
3121,600970,中材国际,11.35,2.34,-25257285.0,-1.22,-17222857.0,-0.83,-8034428.0,-0.39,76772252.0,3.71,-51514964.0,-2.49
3122,002295,精艺股份,6.25,4.69,-25272766.0,-2.33,10356226.0,0.95,-35628992.0,-3.28,15788462.0,1.46,9484309.0,0.87
3123,002189,中光学,17.45,8.39,-25279977.0,-0.67,98131044.0,2.61,-123411021.0,-3.28,-84342535.0,-2.25,109622519.0,2.92
3124,002479,富春环保,4.24,0.24,-25306499.0,-7.03,-5867682.0,-1.63,-19438817.0,-5.4,-12611495.0,-3.5,37917996.0,10.53
3125,000839,ST国安,1.96,-5.31,-25333688.0,-11.23,-11935213.0,-5.29,-13398475.0,-5.94,5616286.0,2.49,19717405.0,8.74
3126,000717,中南股份,2.31,-2.12,-25346744.0,-3.69,-22424293.0,-3.26,-2922451.0,-0.43,-3103360.0,-0.45,28450112.0,4.14
3127,001308,康冠科技,25.18,-5.59,-25382632.0,-3.84,-14958680.0,-2.26,-10423952.0,-1.58,6702638.0,1.01,18679997.0,2.82
3128,600903,贵州燃气,6.88,-3.91,-25402344.0,-7.25,83964.0,0.02,-25486308.0,-7.27,6531169.0,1.86,18871179.0,5.39
3129,600063,皖维高新,3.89,-2.02,-25428714.0,-4.77,-11627040.0,-2.18,-13801674.0,-2.59,-7722813.0,-1.45,33151527.0,6.22
3130,000411,英特集团,10.5,-1.69,-25431745.0,-4.31,-1819985.0,-0.31,-23611760.0,-4.0,8915686.0,1.51,16516060.0,2.8
3131,688073,毕得医药,36.28,-12.83,-25434964.0,-3.46,-26315759.0,-3.58,880795.0,0.12,8900232.0,1.21,16534735.0,2.25
3132,300786,国林科技,13.49,4.41,-25460541.0,-1.74,-1064693.0,-0.07,-24395848.0,-1.67,33063432.0,2.26,-7602890.0,-0.52
3133,601008,连云港,3.66,-1.88,-25467808.0,-8.13,-14284865.0,-4.56,-11182943.0,-3.57,6771931.0,2.16,18695880.0,5.97
3134,688580,伟思医疗,49.38,-7.23,-25474523.0,-7.76,-18730142.0,-5.7,-6744381.0,-2.05,18545380.0,5.65,6929148.0,2.11
3135,301520,万邦医药,49.94,-9.87,-25508870.0,-4.41,-7500774.0,-1.3,-18008096.0,-3.12,20845540.0,3.61,4663332.0,0.81
3136,301428,世纪恒通,29.81,-8.78,-25512502.0,-2.11,-7852207.0,-0.65,-17660295.0,-1.46,7501371.0,0.62,18011135.0,1.49
3137,603928,兴业股份,10.39,1.96,-25565319.0,-4.73,11494784.0,2.13,-37060103.0,-6.86,5373776.0,0.99,20191544.0,3.74
3138,300700,岱勒新材,12.68,-3.13,-25568553.0,-3.19,-12244608.0,-1.53,-13323945.0,-1.66,-7693298.0,-0.96,33261852.0,4.15
3139,301345,涛涛车业,61.88,12.51,-25571338.0,-4.57,-6460813.0,-1.15,-19110525.0,-3.41,14170560.0,2.53,11400782.0,2.04
3140,002799,环球印务,7.81,-2.13,-25582448.0,-4.49,-6711995.0,-1.18,-18870453.0,-3.31,-26286457.0,-4.62,51868906.0,9.11
3141,300618,寒锐钴业,23.37,-1.43,-25649419.0,-1.85,-6225632.0,-0.45,-19423787.0,-1.4,17765821.0,1.28,7883598.0,0.57
3142,002333,罗普斯金,6.15,-1.28,-25664687.0,-5.29,-6217.0,0.0,-25658470.0,-5.29,-17418071.0,-3.59,43082760.0,8.88
3143,300010,*ST豆神,2.64,6.88,-25757319.0,-5.19,0.0,0.0,-25757319.0,-5.19,9666839.0,1.95,16090481.0,3.24
3144,001208,华菱线缆,7.87,-5.75,-25765661.0,-3.49,-1383773.0,-0.19,-24381888.0,-3.31,-18426599.0,-2.5,44192260.0,5.99
3145,688717,艾罗能源,76.82,-3.2,-25780783.0,-1.86,32901450.0,2.38,-58682233.0,-4.24,8369317.0,0.61,17411466.0,1.26
3146,300410,正业科技,6.04,-1.47,-25790164.0,-4.25,-6669502.0,-1.1,-19120662.0,-3.15,-3070790.0,-0.51,28860954.0,4.76
3147,601778,晶科科技,3.18,-5.07,-25806000.0,-2.25,-24516665.0,-2.14,-1289335.0,-0.11,-10953751.0,-0.96,36759752.0,3.21
3148,002127,南极电商,3.02,-4.43,-25818498.0,-2.67,-7722084.0,-0.8,-18096414.0,-1.87,-13353202.0,-1.38,39171701.0,4.05
3149,301026,浩通科技,25.45,4.91,-25847042.0,-2.67,3776178.0,0.39,-29623220.0,-3.06,19153979.0,1.98,6693061.0,0.69
3150,002297,博云新材,6.91,3.75,-25870324.0,-2.77,-9826418.0,-1.05,-16043906.0,-1.72,12028283.0,1.29,13842046.0,1.48
3151,300282,*ST三盛,1.3,-23.08,-25913024.0,-11.36,0.0,0.0,-25913024.0,-11.36,5442530.0,2.39,20470496.0,8.97
3152,600636,国新文化,11.1,-2.97,-25935356.0,-0.88,-28503249.0,-0.97,2567893.0,0.09,-22693059.0,-0.77,48628415.0,1.66
3153,003009,中天火箭,43.48,-2.75,-25940499.0,-5.77,-11452853.0,-2.55,-14487646.0,-3.22,15100973.0,3.36,10839526.0,2.41
3154,301233,盛帮股份,39.36,7.19,-25968390.0,-2.18,-12092725.0,-1.02,-13875665.0,-1.17,927048.0,0.08,25041343.0,2.11
3155,002909,集泰股份,5.75,0.7,-25971824.0,-6.67,-4458351.0,-1.15,-21513473.0,-5.53,-7670836.0,-1.97,33642662.0,8.64
3156,300465,高伟达,8.3,-0.84,-25985936.0,-2.49,-3310901.0,-0.32,-22675035.0,-2.18,18213427.0,1.75,7772508.0,0.75
3157,002226,江南化工,4.55,1.34,-25991175.0,-3.62,-6664090.0,-0.93,-19327085.0,-2.69,-9924914.0,-1.38,35916089.0,5.0
3158,600391,航发科技,17.29,-0.17,-26070659.0,-3.26,-15954507.0,-2.0,-10116152.0,-1.27,-6109048.0,-0.76,32179707.0,4.03
3159,300354,东华测试,46.9,-5.29,-26092337.0,-1.82,-12179442.0,-0.85,-13912895.0,-0.97,-68703872.0,-4.79,94796207.0,6.61
3160,603276,恒兴新材,18.7,-4.83,-26099497.0,-5.58,-5653822.0,-1.21,-20445675.0,-4.37,-6616899.0,-1.41,32716398.0,7.0
3161,301136,招标股份,9.49,-1.25,-26138567.0,-7.32,-5939405.0,-1.66,-20199162.0,-5.66,-15535319.0,-4.35,41673889.0,11.67
3162,300420,五洋停车,2.88,4.73,-26145560.0,-3.3,0.0,0.0,-26145560.0,-3.3,18936151.0,2.39,7209408.0,0.91
3163,001219,青岛食品,16.12,-0.31,-26200006.0,-2.94,-36831380.0,-4.13,10631374.0,1.19,-13848228.0,-1.55,40048235.0,4.49
3164,601028,玉龙股份,10.13,-0.98,-26206734.0,-2.36,-23128141.0,-2.08,-3078593.0,-0.28,2135249.0,0.19,24071483.0,2.17
3165,002795,永和智控,5.16,1.18,-26220906.0,-1.21,15465840.0,0.71,-41686746.0,-1.93,8224149.0,0.38,17996753.0,0.83
3166,688381,帝奥微,18.19,-7.81,-26230207.0,-4.15,-11037214.0,-1.75,-15192993.0,-2.4,25315284.0,4.01,914923.0,0.14
3167,300036,超图软件,17.69,4.8,-26243425.0,-0.6,-24717833.0,-0.57,-1525592.0,-0.04,-9419759.0,-0.22,35663196.0,0.82
3168,002627,三峡旅游,5.02,1.21,-26301947.0,-7.66,-6091578.0,-1.77,-20210369.0,-5.88,-15410170.0,-4.49,41712118.0,12.14
3169,600351,亚宝药业,6.06,-3.81,-26305178.0,-2.19,-47551054.0,-3.95,21245876.0,1.77,-24059751.0,-2.0,50364929.0,4.19
3170,300900,广联航空,29.18,23.33,-26308835.0,-0.56,-13982397.0,-0.3,-12326438.0,-0.26,-83624535.0,-1.78,109933374.0,2.34
3171,300587,天铁股份,4.23,-3.2,-26318841.0,-4.67,-1469355.0,-0.26,-24849486.0,-4.41,-726650.0,-0.13,27045493.0,4.8
3172,002380,科远智慧,15.34,-0.58,-26336828.0,-2.56,-2854450.0,-0.28,-23482378.0,-2.28,-56566827.0,-5.49,82903660.0,8.05
3173,601336,新华保险,30.16,-2.3,-26375964.0,-0.76,-58039734.0,-1.68,31663770.0,0.92,-5937055.0,-0.17,32313014.0,0.94
3174,301469,恒达新材,27.26,0.07,-26384787.0,-3.15,-6139445.0,-0.73,-20245342.0,-2.42,3481017.0,0.42,22903775.0,2.74
3175,601618,中国中冶,3.43,3.31,-26398499.0,-0.73,-35134899.0,-0.97,8736400.0,0.24,25723772.0,0.71,674726.0,0.02
3176,000880,潍柴重机,8.72,1.28,-26433288.0,-5.04,-9014630.0,-1.72,-17418658.0,-3.32,3917203.0,0.75,22516085.0,4.29
3177,600941,中国移动,106.09,3.24,-26451748.0,-0.28,154154405.0,1.61,-180606153.0,-1.88,-38319783.0,-0.4,64771527.0,0.68
3178,002181,粤 传 媒,4.41,3.28,-26466352.0,-2.13,-5690896.0,-0.46,-20775456.0,-1.67,13236538.0,1.06,13229817.0,1.06
3179,603136,天目湖,19.72,-2.04,-26468159.0,-3.95,-6608333.0,-0.99,-19859826.0,-2.96,-8312396.0,-1.24,34780554.0,5.19
3180,605365,立达信,17.36,-1.92,-26481365.0,-5.32,-3865144.0,-0.78,-22616221.0,-4.54,1794317.0,0.36,24687049.0,4.96
3181,603168,莎普爱思,10.21,2.72,-26507162.0,-1.21,-12453439.0,-0.57,-14053723.0,-0.64,33932912.0,1.55,-7425750.0,-0.34
3182,601628,中国人寿,28.5,-1.08,-26532969.0,-0.8,-30467674.0,-0.92,3934705.0,0.12,404427.0,0.01,26128546.0,0.79
3183,002647,仁东控股,4.99,-2.73,-26539950.0,-2.69,-3651308.0,-0.37,-22888642.0,-2.32,-6770504.0,-0.69,33310455.0,3.38
3184,688588,凌志软件,9.67,-5.2,-26546898.0,-6.49,-17547188.0,-4.29,-8999710.0,-2.2,8150536.0,1.99,18396360.0,4.5
3185,002888,惠威科技,16.32,-2.74,-26573425.0,-1.3,37341822.0,1.83,-63915247.0,-3.13,-63036718.0,-3.09,89610147.0,4.39
3186,001376,百通能源,16.22,-6.62,-26600880.0,-3.45,-3970424.0,-0.51,-22630456.0,-2.93,-40189728.0,-5.21,66790609.0,8.65
3187,002254,泰和新材,11.25,-5.46,-26648859.0,-2.29,-2135432.0,-0.18,-24513427.0,-2.11,5038810.0,0.43,21610051.0,1.86
3188,300205,ST天喻,5.5,-8.94,-26675984.0,-7.34,-3335024.0,-0.92,-23340960.0,-6.42,10413465.0,2.87,16262523.0,4.47
3189,688568,中科星图,55.5,17.46,-26715451.0,-0.87,16346838.0,0.53,-43062289.0,-1.4,-31216168.0,-1.01,57931614.0,1.88
3190,600866,星湖科技,4.26,-0.23,-26719803.0,-6.76,-10354621.0,-2.62,-16365182.0,-4.14,2747749.0,0.7,23972054.0,6.06
3191,600894,广日股份,8.95,-0.89,-26745029.0,-2.76,7893318.0,0.82,-34638347.0,-3.58,-6469621.0,-0.67,33214648.0,3.43
3192,605151,西上海,17.03,-5.91,-26757787.0,-6.91,-1038389.0,-0.27,-25719398.0,-6.65,-4018400.0,-1.04,30776188.0,7.95
3193,605055,迎丰股份,5.17,-0.19,-26760647.0,-11.52,-9649558.0,-4.16,-17111089.0,-7.37,4692171.0,2.02,22068476.0,9.5
3194,300758,七彩化学,8.25,0.0,-26777516.0,-6.78,-6442742.0,-1.63,-20334774.0,-5.15,-3870124.0,-0.98,30647640.0,7.76
3195,300831,派瑞股份,9.78,-3.46,-26778484.0,-7.48,-17594812.0,-4.92,-9183672.0,-2.57,-9006663.0,-2.52,35785148.0,10.0
3196,600477,杭萧钢构,2.76,-5.8,-26802306.0,-5.41,-12999096.0,-2.63,-13803210.0,-2.79,-4310392.0,-0.87,31112697.0,6.28
3197,300588,熙菱信息,10.13,2.84,-26820992.0,-2.39,5574837.0,0.5,-32395829.0,-2.89,4657304.0,0.42,22163690.0,1.98
3198,001299,美能能源,12.07,-3.36,-26842341.0,-5.92,-7657741.0,-1.69,-19184600.0,-4.23,-11139622.0,-2.46,37981962.0,8.38
3199,603586,金麒麟,13.85,-1.84,-26845613.0,-4.58,-1985938.0,-0.34,-24859675.0,-4.24,-17329178.0,-2.96,44174793.0,7.53
3200,300722,新余国科,22.61,-1.18,-26848329.0,-3.13,1672268.0,0.2,-28520597.0,-3.33,-24096481.0,-2.81,50944812.0,5.94
3201,600603,广汇物流,6.9,-2.95,-26851710.0,-2.9,-7698270.0,-0.83,-19153440.0,-2.07,-15029403.0,-1.62,41881111.0,4.52
3202,688292,浩瀚深度,20.84,-4.88,-26853234.0,-2.58,-7218286.0,-0.69,-19634948.0,-1.88,27684075.0,2.66,-830841.0,-0.08
3203,301112,信邦智能,24.28,-4.41,-26879528.0,-4.92,-4832629.0,-0.88,-22046899.0,-4.04,-10261981.0,-1.88,37141512.0,6.8
3204,600497,驰宏锌锗,5.53,3.17,-26916766.0,-0.57,-19426841.0,-0.41,-7489925.0,-0.16,-82761815.0,-1.74,109678579.0,2.31
3205,688136,科兴制药,15.87,-0.81,-26917934.0,-6.39,-6765976.0,-1.61,-20151958.0,-4.78,6837949.0,1.62,20079984.0,4.77
3206,301360,荣旗科技,50.54,-8.44,-26962003.0,-3.14,-7213401.0,-0.84,-19748602.0,-2.3,-4519388.0,-0.53,31481391.0,3.67
3207,600383,金地集团,3.85,-5.87,-26969586.0,-1.06,-69201483.0,-2.72,42231897.0,1.66,33537399.0,1.32,-6567814.0,-0.26
3208,600125,铁龙物流,5.62,-0.53,-26993372.0,-3.47,-5189848.0,-0.67,-21803524.0,-2.8,-2663824.0,-0.34,29657193.0,3.81
3209,300987,川网传媒,16.33,8.87,-26996558.0,-1.43,-26966.0,0.0,-26969592.0,-1.43,50548861.0,2.69,-23552302.0,-1.25
3210,002357,富临运业,5.95,1.71,-27000374.0,-5.32,-4549821.0,-0.9,-22450553.0,-4.43,-11751853.0,-2.32,38752229.0,7.64
3211,688776,国光电气,60.0,-3.85,-27024762.0,-2.01,-8854016.0,-0.66,-18170746.0,-1.35,-2189421.0,-0.16,29214183.0,2.17
3212,600784,鲁银投资,5.27,-0.94,-27025057.0,-12.5,-5563669.0,-2.57,-21461388.0,-9.93,-3999148.0,-1.85,31024201.0,14.35
3213,002026,山东威达,7.8,-2.86,-27029322.0,-5.48,-4699139.0,-0.95,-22330183.0,-4.53,-21314313.0,-4.32,48343637.0,9.8
3214,000581,威孚高科,16.82,-1.18,-27030703.0,-1.69,5931823.0,0.37,-32962526.0,-2.07,-27867112.0,-1.75,54897817.0,3.44
3215,301005,超捷股份,33.2,-2.67,-27043139.0,-5.26,-9639495.0,-1.87,-17403644.0,-3.39,7762582.0,1.51,19280558.0,3.75
3216,300528,幸福蓝海,8.48,-2.86,-27109545.0,-2.49,-1352350.0,-0.12,-25757195.0,-2.37,226853.0,0.02,26882693.0,2.47
3217,002830,名雕股份,11.33,1.71,-27116759.0,-7.59,-9257401.0,-2.59,-17859358.0,-5.0,-4625780.0,-1.29,31742542.0,8.89
3218,600470,六国化工,4.33,-2.91,-27119430.0,-7.6,-13585870.0,-3.81,-13533560.0,-3.79,4168777.0,1.17,22950653.0,6.43
3219,002372,伟星新材,15.6,-4.82,-27151343.0,-2.81,1268972.0,0.13,-28420315.0,-2.94,1891375.0,0.2,25259970.0,2.61
3220,301332,德尔玛,10.32,-8.67,-27158644.0,-6.12,2299769.0,0.52,-29458413.0,-6.64,-10002405.0,-2.25,37161054.0,8.37
3221,601988,中国银行,4.38,0.23,-27166207.0,-0.38,-154693750.0,-2.15,127527543.0,1.77,82404184.0,1.14,-55237985.0,-0.77
3222,600963,岳阳林纸,4.79,-0.62,-27175623.0,-4.43,-16390135.0,-2.67,-10785488.0,-1.76,12119707.0,1.98,15055917.0,2.45
3223,605258,协和电子,20.98,1.75,-27209550.0,-8.08,-3669497.0,-1.09,-23540053.0,-6.99,-9091680.0,-2.7,36301231.0,10.78
3224,600685,中船防务,25.1,-3.13,-27281527.0,-1.67,-49788816.0,-3.04,22507289.0,1.37,25840798.0,1.58,1440730.0,0.09
3225,600594,益佰制药,4.7,-0.84,-27302765.0,-6.41,-12307357.0,-2.89,-14995408.0,-3.52,-3386675.0,-0.8,30689443.0,7.21
3226,300018,中元股份,5.1,0.2,-27342101.0,-5.36,-2455974.0,-0.48,-24886127.0,-4.88,10729824.0,2.1,16612279.0,3.26
3227,603556,海兴电力,36.03,-5.56,-27382318.0,-1.84,-23613655.0,-1.58,-3768663.0,-0.25,34615669.0,2.32,-7233346.0,-0.49
3228,688500,*ST慧辰,29.96,-7.13,-27386706.0,-7.86,-524484.0,-0.15,-26862222.0,-7.71,23367670.0,6.7,4019032.0,1.15
3229,605018,长华集团,8.99,2.74,-27388669.0,-9.74,-19118275.0,-6.8,-8270394.0,-2.94,6417696.0,2.28,20970973.0,7.46
3230,601199,江南水务,4.7,-4.28,-27395493.0,-7.88,-16034782.0,-4.61,-11360711.0,-3.27,2568113.0,0.74,24827384.0,7.14
3231,603348,文灿股份,27.08,-7.23,-27444562.0,-3.07,-21032743.0,-2.35,-6411819.0,-0.72,-7749456.0,-0.87,35194019.0,3.93
3232,001317,三羊马,27.71,-3.78,-27447789.0,-6.31,-1656917.0,-0.38,-25790872.0,-5.93,-5098648.0,-1.17,32546440.0,7.48
3233,300237,美晨生态,1.51,-5.63,-27457656.0,-4.63,0.0,0.0,-27457656.0,-4.63,13917918.0,2.35,13539743.0,2.28
3234,301511,德福科技,23.15,9.35,-27497306.0,-1.29,-2207783.0,-0.1,-25289523.0,-1.19,29287474.0,1.38,-1790168.0,-0.08
3235,002883,中设股份,9.85,3.14,-27504795.0,-5.3,-7993626.0,-1.54,-19511169.0,-3.76,-5171183.0,-1.0,32675981.0,6.29
3236,688352,颀中科技,10.35,-7.01,-27507052.0,-5.07,-13193995.0,-2.43,-14313057.0,-2.64,10258930.0,1.89,17248116.0,3.18
3237,300605,恒锋信息,11.09,0.45,-27522524.0,-5.03,-1651869.0,-0.3,-25870655.0,-4.72,-6303390.0,-1.15,33825914.0,6.18
3238,002506,协鑫集成,2.51,-6.69,-27536356.0,-2.35,-3555314.0,-0.3,-23981042.0,-2.05,4965220.0,0.42,22571140.0,1.93
3239,300711,广哈通信,12.7,1.03,-27605874.0,-3.29,-2711013.0,-0.32,-24894861.0,-2.97,-15299977.0,-1.83,42905849.0,5.12
3240,688226,威腾电气,15.5,0.91,-27633126.0,-4.1,-20027565.0,-2.97,-7605561.0,-1.13,21817072.0,3.24,5816056.0,0.86
3241,600819,耀皮玻璃,4.64,-1.49,-27661496.0,-3.11,-5671838.0,-0.64,-21989658.0,-2.47,-24268132.0,-2.73,51929628.0,5.84
3242,002468,申通快递,8.41,-0.36,-27698450.0,-2.93,-15916227.0,-1.68,-11782223.0,-1.25,43942668.0,4.65,-16244215.0,-1.72
3243,000802,北京文化,6.11,-2.71,-27716487.0,-2.6,-10807923.0,-1.01,-16908564.0,-1.59,-5809317.0,-0.54,33525807.0,3.14
3244,002341,新纶新材,3.41,10.0,-27737440.0,-1.89,7722091.0,0.53,-35459531.0,-2.42,-16793538.0,-1.15,44530981.0,3.04
3245,603203,快克智能,19.64,-8.31,-27739734.0,-5.3,-6072222.0,-1.16,-21667512.0,-4.14,-4216540.0,-0.81,31956276.0,6.11
3246,600853,龙建股份,3.71,-2.88,-27760118.0,-3.53,-12046996.0,-1.53,-15713122.0,-2.0,2588625.0,0.33,25171495.0,3.2
3247,603809,豪能股份,9.44,-1.46,-27767855.0,-6.15,-8958143.0,-1.98,-18809712.0,-4.16,-38148000.0,-8.45,65915856.0,14.6
3248,603868,飞科电器,48.88,-3.74,-27813552.0,-3.15,-10817690.0,-1.23,-16995862.0,-1.93,-12355435.0,-1.4,40168989.0,4.56
3249,000958,电投产融,3.64,-5.21,-27816440.0,-6.33,-15629629.0,-3.56,-12186811.0,-2.77,16457023.0,3.74,11359418.0,2.58
3250,002242,九阳股份,10.97,-5.76,-27822841.0,-5.88,-5744549.0,-1.21,-22078292.0,-4.67,3306288.0,0.7,24516553.0,5.18
3251,300902,国安达,28.72,-4.77,-27865720.0,-7.19,-6318855.0,-1.63,-21546865.0,-5.56,-3664764.0,-0.95,31530486.0,8.14
3252,600280,中央商场,3.03,-5.9,-27890290.0,-2.99,-7966359.0,-0.86,-19923931.0,-2.14,-19886388.0,-2.13,47776679.0,5.13
3253,603717,天域生态,6.61,-4.2,-27908035.0,-5.93,-15492176.0,-3.29,-12415859.0,-2.64,19166332.0,4.07,8741705.0,1.86
3254,002030,达安基因,8.26,-4.95,-27916519.0,-3.14,-2947604.0,-0.33,-24968915.0,-2.81,16803414.0,1.89,11113103.0,1.25
3255,000592,平潭发展,2.22,3.26,-27951882.0,-2.11,-18915461.0,-1.43,-9036421.0,-0.68,25620545.0,1.94,2331342.0,0.18
3256,600211,西藏药业,44.77,-4.3,-27963233.0,-2.27,-13850650.0,-1.12,-14112583.0,-1.14,14298925.0,1.16,13664306.0,1.11
3257,002597,金禾实业,18.28,1.22,-27976971.0,-2.9,-10705562.0,-1.11,-17271409.0,-1.79,13247027.0,1.38,14729944.0,1.53
3258,600756,浪潮软件,12.2,-0.41,-27983972.0,-2.78,-26316015.0,-2.62,-1667957.0,-0.17,1409841.0,0.14,26574131.0,2.64
3259,000716,黑芝麻,5.1,0.0,-27990464.0,-3.14,-14560692.0,-1.64,-13429772.0,-1.51,-5015720.0,-0.56,33006187.0,3.71
3260,300127,银河磁体,14.43,-2.5,-28020337.0,-4.47,-5379939.0,-0.86,-22640398.0,-3.61,-18566094.0,-2.96,46586433.0,7.43
3261,605368,蓝天燃气,13.29,7.09,-28089457.0,-2.88,17875878.0,1.83,-45965335.0,-4.71,-3062751.0,-0.31,31152205.0,3.19
3262,688185,康希诺,49.14,-13.18,-28091530.0,-3.88,-7914120.0,-1.09,-20177410.0,-2.79,32761750.0,4.52,-4670216.0,-0.65
3263,603133,*ST碳元,5.04,-14.29,-28168344.0,-16.21,-4787452.0,-2.75,-23380892.0,-13.45,13595552.0,7.82,14572793.0,8.38
3264,002216,三全食品,11.91,-3.87,-28260941.0,-6.22,-6528566.0,-1.44,-21732375.0,-4.78,16601754.0,3.65,11659187.0,2.57
3265,600368,五洲交通,3.98,2.84,-28349057.0,-4.85,-13111400.0,-2.24,-15237657.0,-2.61,6138620.0,1.05,22210435.0,3.8
3266,603803,瑞斯康达,6.89,-2.96,-28349519.0,-2.73,-7090961.0,-0.68,-21258558.0,-2.05,-5096641.0,-0.49,33446164.0,3.22
3267,603912,佳力图,8.34,3.09,-28349989.0,-1.03,-22282993.0,-0.81,-6066996.0,-0.22,12111893.0,0.44,16238097.0,0.59
3268,002516,旷达科技,4.51,0.45,-28351079.0,-5.04,-6578010.0,-1.17,-21773069.0,-3.87,9646384.0,1.71,18704698.0,3.33
3269,688303,大全能源,27.0,-7.66,-28371271.0,-2.94,-5082425.0,-0.53,-23288846.0,-2.41,-30376477.0,-3.15,58747749.0,6.08
3270,300579,数字认证,21.79,-4.01,-28383579.0,-3.48,-8375501.0,-1.03,-20008078.0,-2.45,4592460.0,0.56,23791122.0,2.92
3271,002969,嘉美包装,3.51,-1.4,-28415455.0,-5.54,-3459127.0,-0.67,-24956328.0,-4.87,-19734897.0,-3.85,48150352.0,9.39
3272,600020,中原高速,3.66,-0.81,-28415874.0,-7.7,-16502372.0,-4.47,-11913502.0,-3.23,8282605.0,2.24,20133273.0,5.45
3273,000570,苏常柴Ａ,5.05,-1.75,-28498966.0,-4.25,-7111991.0,-1.06,-21386975.0,-3.19,-12722441.0,-1.9,41221406.0,6.14
3274,002868,绿康生化,18.36,-6.99,-28541837.0,-4.42,-6679523.0,-1.03,-21862314.0,-3.38,10637728.0,1.65,17904113.0,2.77
3275,002623,亚玛顿,21.47,-6.45,-28545685.0,-7.34,-4683228.0,-1.2,-23862457.0,-6.13,2415145.0,0.62,26130544.0,6.72
3276,301192,泰祥股份,15.7,-5.25,-28651467.0,-8.19,-8157460.0,-2.33,-20494007.0,-5.86,-26983167.0,-7.71,55634634.0,15.91
3277,002332,仙琚制药,9.33,-6.89,-28664503.0,-1.82,-3564698.0,-0.23,-25099805.0,-1.6,50316615.0,3.2,-21652109.0,-1.38
3278,688318,财富趋势,107.76,-7.5,-28670251.0,-0.9,378289.0,0.01,-29048540.0,-0.91,22281158.0,0.7,6389092.0,0.2
3279,688711,宏微科技,28.76,-11.37,-28690771.0,-3.09,-14848851.0,-1.6,-13841920.0,-1.49,27447042.0,2.95,1243727.0,0.13
3280,300460,惠伦晶体,9.19,2.0,-28695621.0,-2.35,13871524.0,1.13,-42567145.0,-3.48,-9339956.0,-0.76,38035577.0,3.11
3281,600287,江苏舜天,4.88,1.88,-28733895.0,-4.31,-37956365.0,-5.7,9222470.0,1.38,-12993789.0,-1.95,41727688.0,6.26
3282,603897,长城科技,18.12,0.5,-28780335.0,-3.11,-24943569.0,-2.7,-3836766.0,-0.41,-13735740.0,-1.48,42516078.0,4.59
3283,301380,挖金客,37.72,-1.51,-28794962.0,-3.38,-2366923.0,-0.28,-26428039.0,-3.1,1524679.0,0.18,27270286.0,3.2
