序号,代码,名称,最新价,5日涨跌幅,5日主力净流入-净额,5日主力净流入-净占比,5日超大单净流入-净额,5日超大单净流入-净占比,5日大单净流入-净额,5日大单净流入-净占比,5日中单净流入-净额,5日中单净流入-净占比,5日小单净流入-净额,5日小单净流入-净占比
2609,603203,快克智能,19.64,-11.33,-11335289.0,-4.78,-1946948.0,-0.82,-9388341.0,-3.96,-4978204.0,-2.1,16313495.0,6.87
2610,688657,浩辰软件,64.3,-7.48,-11338914.0,-15.67,-2631074.0,-3.64,-8707840.0,-12.04,5430764.0,7.51,5908151.0,8.17
2611,600575,淮河能源,2.6,4.84,-11346609.0,-2.0,6134971.0,1.08,-17481580.0,-3.09,1217615.0,0.22,10128996.0,1.79
2612,002936,郑州银行,1.99,-2.45,-11356321.0,-2.41,-31179478.0,-6.61,19823157.0,4.2,5525148.0,1.17,5831175.0,1.24
2613,301310,鑫宏业,37.39,-6.78,-11362548.0,-5.27,-1254125.0,-0.58,-10108423.0,-4.69,-4574901.0,-2.12,15937450.0,7.39
2614,688008,澜起科技,46.46,-6.46,-11372227.0,-0.24,-87821151.0,-1.84,76448924.0,1.6,-68949957.0,-1.44,80322184.0,1.68
2615,603040,新坐标,20.64,-8.19,-11379353.0,-7.38,-5701380.0,-3.7,-5677973.0,-3.68,6681282.0,4.33,4698073.0,3.05
2616,603885,吉祥航空,11.91,-6.22,-11391261.0,-1.78,8965276.0,1.4,-20356537.0,-3.17,-19933012.0,-3.11,31324276.0,4.88
2617,300127,银河磁体,14.43,-6.18,-11393678.0,-5.01,-2034440.0,-0.89,-9359238.0,-4.12,-4968973.0,-2.19,16362652.0,7.2
2618,603275,众辰科技,35.52,-7.11,-11399505.0,-6.71,-4233925.0,-2.49,-7165580.0,-4.21,-6434471.0,-3.78,17833978.0,10.49
2619,603797,联泰环保,4.48,-4.48,-11408922.0,-13.09,-3178300.0,-3.65,-8230622.0,-9.45,-1937018.0,-2.22,13345943.0,15.32
2620,600731,湖南海利,5.82,-3.96,-11427055.0,-8.27,-3505664.0,-2.54,-7921391.0,-5.74,5052157.0,3.66,6374897.0,4.62
2621,600495,晋西车轴,3.65,-4.7,-11453783.0,-5.11,-1785213.0,-0.8,-9668570.0,-4.32,-2171398.0,-0.97,13625182.0,6.08
2622,301045,天禄科技,18.71,-8.55,-11463136.0,-8.0,-4597870.0,-3.21,-6865266.0,-4.79,6870140.0,4.79,4592997.0,3.21
2623,605151,西上海,17.03,-4.38,-11471230.0,-7.1,-178001.0,-0.11,-11293229.0,-6.99,-1713948.0,-1.06,13185179.0,8.16
2624,600648,外高桥,9.27,-3.34,-11473388.0,-4.96,-2965874.0,-1.28,-8507514.0,-3.68,14653239.0,6.34,-3179848.0,-1.37
2625,300296,利亚德,5.07,-6.11,-11474396.0,-1.93,3977319.0,0.67,-15451715.0,-2.6,5156167.0,0.87,6318231.0,1.06
2626,601608,中信重工,4.15,-2.58,-11480671.0,-2.08,-8211559.0,-1.49,-3269112.0,-0.59,-6508397.0,-1.18,17989067.0,3.26
2627,603208,江山欧派,27.91,-1.27,-11483303.0,-4.85,-10859992.0,-4.58,-623311.0,-0.26,-1116711.0,-0.47,12600013.0,5.32
2628,301408,华人健康,11.85,-8.42,-11484304.0,-6.78,-1640289.0,-0.97,-9844015.0,-5.81,-3921449.0,-2.31,15405754.0,9.09
2629,002632,道明光学,8.33,-5.13,-11514386.0,-0.76,30149499.0,1.98,-41663885.0,-2.74,-57227305.0,-3.76,68741692.0,4.52
2630,600673,东阳光,8.67,-1.25,-11519742.0,-1.86,-48471938.0,-7.82,36952196.0,5.96,1668598.0,0.27,9851148.0,1.59
2631,600279,重庆港,4.18,-1.65,-11539168.0,-6.83,-4363200.0,-2.58,-7175968.0,-4.25,919619.0,0.54,10619550.0,6.28
2632,600179,安通控股,2.19,-5.19,-11547377.0,-6.15,-9000382.0,-4.79,-2546995.0,-1.36,7583343.0,4.04,3964030.0,2.11
2633,603616,韩建河山,4.04,-5.39,-11548696.0,-6.82,-4402262.0,-2.6,-7146434.0,-4.22,-1636361.0,-0.97,13185057.0,7.78
2634,603098,森特股份,9.55,-8.17,-11552930.0,-2.49,-9334610.0,-2.01,-2218320.0,-0.48,21023940.0,4.52,-9471012.0,-2.04
2635,002246,北化股份,7.73,-0.26,-11559609.0,-2.31,18806.0,0.0,-11578415.0,-2.32,18913118.0,3.79,-7353504.0,-1.47
2636,001267,汇绿生态,3.97,-7.03,-11560023.0,-6.07,924774.0,0.49,-12484797.0,-6.56,-1389105.0,-0.73,12949129.0,6.8
2637,000935,四川双马,15.36,-5.07,-11576562.0,-6.08,-3587193.0,-1.89,-7989369.0,-4.2,14982510.0,7.87,-3405946.0,-1.79
2638,002691,冀凯股份,6.42,-5.45,-11579341.0,-5.99,-3701090.0,-1.92,-7878251.0,-4.08,-4027063.0,-2.08,15606404.0,8.08
2639,603217,元利科技,15.52,-6.22,-11598197.0,-6.78,-2604499.0,-1.52,-8993698.0,-5.25,1297075.0,0.76,10301121.0,6.02
2640,605089,味知香,30.89,-0.71,-11602894.0,-3.22,-12735207.0,-3.53,1132313.0,0.31,859049.0,0.24,10743845.0,2.98
2641,603595,东尼电子,21.82,-8.36,-11604674.0,-3.43,724766.0,0.21,-12329440.0,-3.64,-2865927.0,-0.85,14470604.0,4.27
2642,000655,金岭矿业,5.93,-5.42,-11621384.0,-6.02,0.0,0.0,-11621384.0,-6.02,1709794.0,0.89,9911591.0,5.13
2643,000758,中色股份,4.61,-3.56,-11624678.0,-2.35,-5724047.0,-1.16,-5900631.0,-1.19,-18750131.0,-3.78,30374814.0,6.13
2644,601828,美凯龙,3.27,-5.22,-11629881.0,-5.47,-4968473.0,-2.34,-6661408.0,-3.14,10827379.0,5.1,802505.0,0.38
2645,002356,赫美集团,4.37,-4.38,-11638923.0,-4.49,-9480665.0,-3.66,-2158258.0,-0.83,14091266.0,5.44,-2452342.0,-0.95
2646,600573,惠泉啤酒,9.25,-3.34,-11666542.0,-7.19,-5720484.0,-3.52,-5946058.0,-3.66,5834478.0,3.59,5832068.0,3.59
2647,600759,ST洲际,2.59,-0.38,-11679614.0,-4.29,-11400710.0,-4.19,-278904.0,-0.1,7684157.0,2.82,3995461.0,1.47
2648,002813,路畅科技,30.01,-5.63,-11680311.0,-3.7,-2128711.0,-0.67,-9551600.0,-3.03,2391963.0,0.76,9288349.0,2.94
2649,688562,航天软件,17.12,-9.8,-11685688.0,-5.4,-4386978.0,-2.03,-7298710.0,-3.37,7221727.0,3.34,4463960.0,2.06
2650,001208,华菱线缆,7.87,-7.85,-11695695.0,-4.15,3420698.0,1.21,-15116393.0,-5.36,-16164158.0,-5.73,27859853.0,9.88
2651,605005,合兴股份,17.2,-3.04,-11724998.0,-1.6,15082770.0,2.05,-26807768.0,-3.65,18920061.0,2.57,-7195064.0,-0.98
2652,300512,中亚股份,6.5,-6.88,-11727472.0,-8.29,336684.0,0.24,-12064156.0,-8.53,-3102440.0,-2.19,14829912.0,10.49
2653,300357,我武生物,22.8,-8.76,-11738747.0,-3.07,-6172648.0,-1.62,-5566099.0,-1.46,14321423.0,3.75,-2582674.0,-0.68
2654,300712,永福股份,23.97,-6.73,-11740052.0,-4.36,-1661171.0,-0.62,-10078881.0,-3.74,1294095.0,0.48,10445956.0,3.88
2655,601528,瑞丰银行,4.95,-2.75,-11777442.0,-3.0,8501192.0,2.16,-20278634.0,-5.16,10110829.0,2.57,1666613.0,0.42
2656,601333,广深铁路,2.99,0.67,-11804007.0,-1.29,4026365.0,0.44,-15830372.0,-1.73,31107682.0,3.4,-19303672.0,-2.11
2657,300649,杭州园林,12.23,-6.07,-11808621.0,-6.94,-2909420.0,-1.71,-8899201.0,-5.23,-940565.0,-0.55,12749186.0,7.49
2658,002010,传化智联,4.34,-5.86,-11821676.0,-4.33,-3334024.0,-1.22,-8487652.0,-3.11,12448573.0,4.56,-626897.0,-0.23
2659,600020,中原高速,3.66,-2.4,-11829878.0,-6.62,-9973647.0,-5.58,-1856231.0,-1.04,5403563.0,3.03,6426317.0,3.6
2660,603928,兴业股份,10.39,-5.03,-11837459.0,-7.49,-2539622.0,-1.61,-9297837.0,-5.88,4235346.0,2.68,7602114.0,4.81
2661,300205,ST天喻,5.5,-8.79,-11843148.0,-6.37,-1428729.0,-0.77,-10414419.0,-5.6,573473.0,0.31,11269675.0,6.06
2662,688226,威腾电气,15.5,-7.02,-11860498.0,-4.28,-5482401.0,-1.98,-6378097.0,-2.3,9014110.0,3.26,2846387.0,1.03
2663,301283,聚胶股份,29.89,-5.32,-11868404.0,-11.31,-303116.0,-0.29,-11565288.0,-11.02,6169592.0,5.88,5698812.0,5.43
2664,603366,日出东方,5.16,-3.01,-11885009.0,-2.14,-8147519.0,-1.47,-3737490.0,-0.67,8227892.0,1.48,3657115.0,0.66
2665,002830,名雕股份,11.33,-3.49,-11890119.0,-7.52,-3172330.0,-2.01,-8717789.0,-5.51,-3763600.0,-2.38,15653721.0,9.9
2666,300694,蠡湖股份,10.25,-4.12,-11894539.0,-7.51,-3516595.0,-2.22,-8377944.0,-5.29,870750.0,0.55,11023789.0,6.96
2667,300550,和仁科技,11.7,-9.72,-11899363.0,-8.34,-2909544.0,-2.04,-8989819.0,-6.3,1410724.0,0.99,10488640.0,7.35
2668,605077,华康股份,19.23,-4.94,-11901325.0,-13.47,10331.0,0.01,-11911656.0,-13.48,853306.0,0.97,11048019.0,12.5
2669,603136,天目湖,19.72,-4.32,-11902155.0,-3.94,-2299300.0,-0.76,-9602855.0,-3.18,-564804.0,-0.19,12466958.0,4.12
2670,600892,大晟文化,5.23,-5.08,-11905949.0,-1.94,-20831156.0,-3.4,8925207.0,1.46,-10344809.0,-1.69,22250760.0,3.63
2671,601010,文峰股份,2.12,-3.2,-11909096.0,-8.9,-7352794.0,-5.49,-4556302.0,-3.4,7629977.0,5.7,4279119.0,3.2
2672,000626,远大控股,5.39,-6.42,-11915765.0,-9.62,-1237233.0,-1.0,-10678532.0,-8.62,334132.0,0.27,11581636.0,9.35
2673,600623,华谊集团,6.02,-2.9,-11918330.0,-4.4,-6010639.0,-2.22,-5907691.0,-2.18,4145839.0,1.53,7772492.0,2.87
2674,002048,宁波华翔,12.78,-1.77,-11921448.0,-4.51,-8506902.0,-3.22,-3414546.0,-1.29,-2224671.0,-0.84,14146119.0,5.35
2675,688063,派能科技,86.95,-6.56,-11932560.0,-0.65,-20716073.0,-1.13,8783513.0,0.48,81026019.0,4.4,-69093455.0,-3.75
2676,300582,英飞特,8.71,-6.75,-11957334.0,-4.56,-2606824.0,-0.99,-9350510.0,-3.57,2379843.0,0.91,9577492.0,3.65
2677,301135,瑞德智能,21.55,-6.39,-11962803.0,-3.84,-2117145.0,-0.68,-9845658.0,-3.16,3407597.0,1.09,8555207.0,2.75
2678,300845,捷安高科,14.3,-6.78,-11970318.0,-4.2,-4934236.0,-1.73,-7036082.0,-2.47,-6067917.0,-2.13,18038235.0,6.34
2679,002919,名臣健康,22.43,-11.24,-11972780.0,-2.57,3927253.0,0.84,-15900033.0,-3.41,-7932406.0,-1.7,19905185.0,4.27
2680,600058,五矿发展,8.24,-4.96,-11977550.0,-7.26,-12868560.0,-7.8,891010.0,0.54,7147947.0,4.33,4829603.0,2.93
2681,600817,宇通重工,8.18,-5.43,-11979058.0,-11.07,-6842305.0,-6.32,-5136753.0,-4.75,11106859.0,10.27,872199.0,0.81
2682,300167,ST迪威迅,1.96,-12.89,-11984756.0,-11.05,0.0,0.0,-11984756.0,-11.05,-84347.0,-0.08,12069103.0,11.12
2683,000708,中信特钢,14.77,0.48,-12002040.0,-1.38,4009053.0,0.46,-16011093.0,-1.83,56222366.0,6.44,-44220326.0,-5.07
2684,688190,云路股份,77.91,-2.27,-12011395.0,-4.85,-10093973.0,-4.07,-1917422.0,-0.77,6712970.0,2.71,5298431.0,2.14
2685,600054,黄山旅游,11.99,-0.99,-12015263.0,-3.56,-5359123.0,-1.59,-6656140.0,-1.97,-6595479.0,-1.96,18610743.0,5.52
2686,600305,恒顺醋业,7.97,-4.89,-12016119.0,-5.81,-5121970.0,-2.48,-6894149.0,-3.33,5568583.0,2.69,6447537.0,3.12
2687,002521,齐峰新材,10.04,2.97,-12030564.0,-1.31,11916997.0,1.3,-23947561.0,-2.62,-6246949.0,-0.68,18277513.0,2.0
2688,002096,易普力,11.03,-1.96,-12055514.0,-4.08,-11780160.0,-3.99,-275354.0,-0.09,-3985856.0,-1.35,16041371.0,5.43
2689,301005,超捷股份,33.2,-4.49,-12055709.0,-5.76,-5802301.0,-2.77,-6253408.0,-2.99,5799765.0,2.77,6255945.0,2.99
2690,600613,神奇制药,6.48,-4.71,-12058961.0,-5.63,-1298210.0,-0.61,-10760751.0,-5.03,-5778197.0,-2.7,17837158.0,8.33
2691,002620,瑞和股份,3.82,-5.91,-12074858.0,-6.43,1329602.0,0.71,-13404460.0,-7.14,-8521224.0,-4.54,20596083.0,10.96
2692,601800,中国交建,8.23,-0.6,-12078369.0,-0.51,-20813726.0,-0.88,8735357.0,0.37,-7472320.0,-0.32,19550689.0,0.83
2693,603100,川仪股份,27.88,-5.49,-12080914.0,-3.25,-17290033.0,-4.65,5209119.0,1.4,26550383.0,7.14,-14469468.0,-3.89
2694,300262,巴安水务,2.31,-9.41,-12113047.0,-3.71,0.0,0.0,-12113047.0,-3.71,-3684055.0,-1.13,15797105.0,4.83
2695,600257,大湖股份,6.67,14.02,-12127171.0,-0.43,37117718.0,1.32,-49244889.0,-1.75,23273270.0,0.83,-11146100.0,-0.4
2696,603991,至正股份,33.79,-12.48,-12128873.0,-7.36,-8849661.0,-5.37,-3279212.0,-1.99,4955781.0,3.01,7173093.0,4.35
2697,300282,*ST三盛,1.3,-20.73,-12146376.0,-10.52,0.0,0.0,-12146376.0,-10.52,1032499.0,0.89,11113877.0,9.62
2698,603187,海容冷链,15.29,-5.56,-12153186.0,-2.14,-5260941.0,-0.93,-6892245.0,-1.21,19765517.0,3.48,-7612329.0,-1.34
2699,600802,福建水泥,3.69,-4.9,-12161237.0,-7.88,2661644.0,1.72,-14822881.0,-9.6,5181956.0,3.36,6979282.0,4.52
2700,000050,深天马Ａ,8.21,-7.96,-12167359.0,-1.99,-14029453.0,-2.3,1862094.0,0.3,18997860.0,3.11,-6830500.0,-1.12
2701,300566,激智科技,13.48,-8.11,-12198299.0,-3.71,-49212.0,-0.01,-12149087.0,-3.7,-9149379.0,-2.79,21347678.0,6.5
2702,688307,中润光学,21.05,-8.48,-12205607.0,-9.63,-4455046.0,-3.52,-7750561.0,-6.12,2568171.0,2.03,9637437.0,7.61
2703,301267,华厦眼科,25.98,-6.75,-12210783.0,-2.17,-12460142.0,-2.22,249359.0,0.04,5239019.0,0.93,6971765.0,1.24
2704,688602,康鹏科技,8.23,-8.15,-12212348.0,-9.01,-1087024.0,-0.8,-11125324.0,-8.21,5379480.0,3.97,6832868.0,5.04
2705,300732,设研院,7.33,-5.91,-12215314.0,-7.76,-1440200.0,-0.92,-10775114.0,-6.85,5500225.0,3.5,6715092.0,4.27
2706,600163,中闽能源,4.23,-2.08,-12216464.0,-7.8,-1746858.0,-1.12,-10469606.0,-6.69,4614834.0,2.95,7601631.0,4.85
2707,603329,上海雅仕,13.33,-6.19,-12227253.0,-5.04,-8997375.0,-3.71,-3229878.0,-1.33,3303819.0,1.36,8923434.0,3.68
2708,688032,禾迈股份,217.99,-3.91,-12229826.0,-1.04,-15931196.0,-1.35,3701370.0,0.31,21718458.0,1.85,-9488632.0,-0.81
2709,300334,津膜科技,5.74,-6.06,-12233150.0,-8.64,-1440000.0,-1.02,-10793150.0,-7.63,-2659185.0,-1.88,14892335.0,10.52
2710,601018,宁波港,3.39,-2.31,-12239188.0,-3.44,-23501700.0,-6.6,11262512.0,3.16,16753509.0,4.7,-4514321.0,-1.27
2711,603277,银都股份,27.86,-4.65,-12240342.0,-6.75,-8239255.0,-4.54,-4001087.0,-2.21,20478717.0,11.29,-8238374.0,-4.54
2712,688550,瑞联新材,36.35,-5.8,-12264194.0,-6.82,-11027785.0,-6.14,-1236409.0,-0.69,2436366.0,1.36,9827827.0,5.47
2713,002873,新天药业,12.58,-5.77,-12273750.0,-3.26,-8606126.0,-2.29,-3667624.0,-0.98,-7937093.0,-2.11,20210843.0,5.37
2714,300265,通光线缆,6.98,-4.9,-12284696.0,-4.52,-3793393.0,-1.4,-8491303.0,-3.13,-11691652.0,-4.3,23976349.0,8.83
2715,601921,浙版传媒,8.89,-2.63,-12310397.0,-1.91,-7208221.0,-1.12,-5102176.0,-0.79,-39376169.0,-6.11,51686566.0,8.02
2716,603529,爱玛科技,31.05,-4.37,-12316315.0,-3.27,-4761046.0,-1.26,-7555269.0,-2.01,17635441.0,4.68,-5319126.0,-1.41
2717,300616,尚品宅配,14.09,-5.94,-12317364.0,-5.61,2024534.0,0.92,-14341898.0,-6.53,165732.0,0.08,12151632.0,5.53
2718,002231,奥维通信,5.0,-6.37,-12320271.0,-3.62,463963.0,0.14,-12784234.0,-3.75,-4968876.0,-1.46,17289147.0,5.07
2719,600187,国中水务,2.32,-4.92,-12327738.0,-5.94,-11192169.0,-5.39,-1135569.0,-0.55,-471106.0,-0.23,12798844.0,6.17
2720,300579,数字认证,21.79,-7.2,-12328365.0,-2.91,-8472005.0,-2.0,-3856360.0,-0.91,7943857.0,1.88,4384510.0,1.04
2721,688579,山大地纬,9.65,-10.23,-12343021.0,-3.9,-6409457.0,-2.03,-5933564.0,-1.88,15041735.0,4.76,-2698715.0,-0.85
2722,000006,深振业Ａ,3.88,-3.0,-12351298.0,-3.3,-903396.0,-0.24,-11447902.0,-3.06,6197715.0,1.66,6153586.0,1.65
2723,300597,吉大通信,7.45,-6.05,-12370863.0,-5.47,1247622.0,0.55,-13618485.0,-6.02,5335824.0,2.36,7035039.0,3.11
2724,300248,新开普,7.78,-7.6,-12382258.0,-3.31,-1399762.0,-0.37,-10982496.0,-2.93,-6282979.0,-1.68,18665239.0,4.98
2725,300966,共同药业,17.03,-6.43,-12387046.0,-6.49,-2403164.0,-1.26,-9983882.0,-5.23,-4604940.0,-2.41,16991987.0,8.9
2726,600676,交运股份,3.76,-3.59,-12394026.0,-11.81,-6530631.0,-6.22,-5863395.0,-5.59,3496178.0,3.33,8897850.0,8.48
2727,603122,合富中国,6.88,-5.75,-12396408.0,-3.04,-2415333.0,-0.59,-9981075.0,-2.45,-8940368.0,-2.19,21336777.0,5.24
2728,301073,君亭酒店,22.02,-5.94,-12398014.0,-3.58,-3593935.0,-1.04,-8804079.0,-2.54,5187890.0,1.5,7210123.0,2.08
2729,300583,赛托生物,15.03,-11.69,-12402597.0,-7.32,-2251019.0,-1.33,-10151578.0,-5.99,7475952.0,4.41,4926646.0,2.91
2730,688419,耐科装备,25.95,-9.52,-12404528.0,-4.38,-831480.0,-0.29,-11573048.0,-4.09,-2410057.0,-0.85,14814587.0,5.23
2731,600371,万向德农,8.42,-6.55,-12420367.0,-8.45,-3465502.0,-2.36,-8954865.0,-6.09,-5593317.0,-3.81,18013685.0,12.26
2732,000950,重药控股,5.05,-3.44,-12424242.0,-4.05,-4435749.0,-1.45,-7988493.0,-2.6,7434794.0,2.42,4989450.0,1.63
2733,002302,西部建设,6.42,-3.17,-12447439.0,-4.66,-12286379.0,-4.6,-161060.0,-0.06,4071837.0,1.53,8375604.0,3.14
2734,600897,厦门空港,12.91,-0.31,-12497674.0,-7.91,-1530352.0,-0.97,-10967322.0,-6.94,9298297.0,5.88,3199378.0,2.02
2735,002615,哈尔斯,6.86,0.88,-12514820.0,-3.05,-6828219.0,-1.66,-5686601.0,-1.39,-7612825.0,-1.86,20127648.0,4.91
2736,002534,西子洁能,10.2,-7.86,-12524253.0,-6.57,-5126142.0,-2.69,-7398111.0,-3.88,1004771.0,0.53,11519484.0,6.04
2737,301069,凯盛新材,14.91,-6.99,-12528369.0,-4.65,-1690294.0,-0.63,-10838075.0,-4.02,12530365.0,4.65,-1996.0,0.0
2738,301529,福赛科技,31.7,-7.09,-12536202.0,-5.01,-5864602.0,-2.35,-6671600.0,-2.67,-7320525.0,-2.93,19856727.0,7.94
2739,300371,汇中股份,9.84,-4.74,-12537950.0,-8.55,-3380680.0,-2.3,-9157270.0,-6.24,2949488.0,2.01,9588465.0,6.54
2740,605050,福然德,11.32,-2.58,-12542256.0,-6.04,-1759889.0,-0.85,-10782367.0,-5.2,5159012.0,2.49,7383245.0,3.56
2741,000995,皇台酒业,12.26,-7.68,-12542556.0,-7.13,-2175955.0,-1.24,-10366601.0,-5.89,-3188633.0,-1.81,15731189.0,8.94
2742,002722,物产金轮,13.28,4.24,-12548908.0,-0.74,39962371.0,2.37,-52511279.0,-3.11,-9753475.0,-0.58,22302383.0,1.32
2743,688239,航宇科技,33.93,-10.76,-12560150.0,-2.98,-8218624.0,-1.95,-4341526.0,-1.03,-12073152.0,-2.86,24633304.0,5.84
2744,603839,安正时尚,5.59,-6.05,-12562738.0,-6.61,-1856737.0,-0.98,-10706001.0,-5.64,-5260044.0,-2.77,17822783.0,9.38
2745,000065,北方国际,10.92,-5.45,-12571990.0,-2.63,5193698.0,1.09,-17765688.0,-3.71,-9172827.0,-1.92,21744819.0,4.55
2746,601702,华峰铝业,19.04,4.5,-12577792.0,-2.41,-2790621.0,-0.53,-9787171.0,-1.87,1343582.0,0.26,11234211.0,2.15
2747,000619,海螺新材,5.23,-4.56,-12582293.0,-6.04,-1096296.0,-0.53,-11485997.0,-5.52,-570069.0,-0.27,13152362.0,6.32
2748,000615,*ST美谷,2.66,-4.32,-12591225.0,-4.02,-9151441.0,-2.92,-3439784.0,-1.1,-7828432.0,-2.5,20419657.0,6.52
2749,002647,仁东控股,4.99,-7.08,-12591651.0,-2.59,-5483015.0,-1.13,-7108636.0,-1.46,-1801532.0,-0.37,14393183.0,2.97
2750,002137,实益达,5.5,-5.98,-12596996.0,-3.02,-9360827.0,-2.24,-3236169.0,-0.78,8172448.0,1.96,4424550.0,1.06
2751,000029,深深房Ａ,10.94,-3.01,-12607726.0,-6.38,778410.0,0.39,-13386136.0,-6.77,8222515.0,4.16,4385210.0,2.22
2752,600689,上海三毛,9.19,-3.97,-12644615.0,-4.56,-2961078.0,-1.07,-9683537.0,-3.49,-6889749.0,-2.49,19534364.0,7.05
2753,600018,上港集团,5.31,0.76,-12655938.0,-2.21,9530221.0,1.66,-22186159.0,-3.87,-13315900.0,-2.32,25971838.0,4.53
2754,300436,广生堂,18.68,-7.71,-12660523.0,-7.11,-2733097.0,-1.54,-9927426.0,-5.58,5479111.0,3.08,7181412.0,4.04
2755,603725,天安新材,9.88,-1.59,-12673080.0,-2.89,-13620926.0,-3.11,947846.0,0.22,24649058.0,5.63,-11975976.0,-2.73
2756,601177,杭齿前进,8.07,-6.71,-12674014.0,-7.71,-140713.0,-0.09,-12533301.0,-7.63,3340092.0,2.03,9333922.0,5.68
2757,600854,春兰股份,4.33,-1.81,-12688361.0,-7.63,-3075140.0,-1.85,-9613221.0,-5.78,1587584.0,0.95,11100779.0,6.67
2758,688699,明微电子,28.84,-9.39,-12693960.0,-9.02,-3784382.0,-2.69,-8909578.0,-6.33,11743756.0,8.35,950207.0,0.68
2759,300650,太龙股份,10.27,-4.82,-12697505.0,-1.58,-1926737.0,-0.24,-10770768.0,-1.34,13812698.0,1.72,-1115192.0,-0.14
2760,000099,中信海直,14.29,7.04,-12704192.0,-0.29,176137358.0,4.08,-188841550.0,-4.37,-149426389.0,-3.46,162130571.0,3.75
2761,600624,复旦复华,4.57,-8.05,-12711742.0,-9.05,-3121243.0,-2.22,-9590499.0,-6.83,-2040087.0,-1.45,14751830.0,10.5
2762,300842,帝科股份,70.4,-7.3,-12727703.0,-1.02,-19980113.0,-1.6,7252410.0,0.58,14314794.0,1.14,-1587091.0,-0.13
2763,688128,中国电研,18.02,-5.16,-12733311.0,-5.4,-4631818.0,-1.96,-8101493.0,-3.43,-216415.0,-0.09,12949726.0,5.49
2764,605365,立达信,17.36,-3.39,-12744739.0,-5.51,-3222677.0,-1.39,-9522062.0,-4.11,626677.0,0.27,12118062.0,5.24
2765,300527,中船应急,6.48,-8.47,-12744949.0,-4.88,-3641813.0,-1.4,-9103136.0,-3.49,7579307.0,2.9,5165642.0,1.98
2766,002333,罗普斯金,6.15,-3.91,-12779351.0,-5.82,5938695.0,2.71,-18718046.0,-8.53,-5708538.0,-2.6,18487889.0,8.42
2767,300706,阿石创,19.57,-6.59,-12798316.0,-3.9,-5655983.0,-1.72,-7142333.0,-2.18,4362535.0,1.33,8435782.0,2.57
2768,002593,日上集团,3.37,-3.71,-12827082.0,-6.43,1136231.0,0.57,-13963313.0,-7.0,-4091871.0,-2.05,16918955.0,8.48
2769,000949,新乡化纤,2.89,-3.34,-12841462.0,-2.99,-6964665.0,-1.62,-5876797.0,-1.37,19352171.0,4.51,-6510709.0,-1.52
2770,000573,粤宏远Ａ,2.8,-3.45,-12842114.0,-7.84,5964.0,0.0,-12848078.0,-7.84,-1616626.0,-0.99,14458740.0,8.83
2771,300473,德尔股份,16.3,-0.97,-12851540.0,-2.02,198402.0,0.03,-13049942.0,-2.05,37222869.0,5.86,-24371329.0,-3.83
2772,688512,慧智微-U,11.42,-15.22,-12853074.0,-7.92,-3256622.0,-2.01,-9596452.0,-5.91,2530115.0,1.56,10322960.0,6.36
2773,002623,亚玛顿,21.47,-7.77,-12872007.0,-6.43,-2391079.0,-1.19,-10480928.0,-5.23,5284434.0,2.64,7587576.0,3.79
2774,002263,大东南,2.38,-3.64,-12872129.0,-7.16,-1389852.0,-0.77,-11482277.0,-6.39,874043.0,0.49,11998086.0,6.67
2775,601375,中原证券,3.61,-5.25,-12875046.0,-2.18,-11990430.0,-2.03,-884616.0,-0.15,-9263553.0,-1.57,22138600.0,3.74
2776,003010,若羽臣,16.2,-6.25,-12876557.0,-4.4,-4743028.0,-1.62,-8133529.0,-2.78,-11863481.0,-4.05,24740038.0,8.45
2777,603007,ST花王,5.27,-0.75,-12897019.0,-3.76,1776199.0,0.52,-14673218.0,-4.27,2645506.0,0.77,10251516.0,2.99
2778,300051,琏升科技,9.84,-5.02,-12902327.0,-6.98,-2002062.0,-1.08,-10900265.0,-5.89,12455949.0,6.74,446379.0,0.24
2779,000557,西部创业,4.63,-3.34,-12916695.0,-6.95,-11005521.0,-5.92,-1911174.0,-1.03,1101571.0,0.59,11815125.0,6.36
2780,003027,同兴环保,16.8,-6.51,-12917354.0,-2.23,-456950.0,-0.08,-12460404.0,-2.15,-21360569.0,-3.69,34277927.0,5.93
2781,600184,光电股份,9.63,-5.96,-12938781.0,-7.33,-6741872.0,-3.82,-6196909.0,-3.51,9394866.0,5.32,3543920.0,2.01
2782,002283,天润工业,5.43,-3.21,-12950842.0,-2.77,-4145146.0,-0.89,-8805696.0,-1.88,6626318.0,1.42,6324524.0,1.35
2783,300008,天海防务,3.72,-5.1,-12986585.0,-2.31,7464496.0,1.33,-20451081.0,-3.64,-10638479.0,-1.9,23625067.0,4.21
2784,300922,天秦装备,12.47,-6.59,-12989488.0,-4.75,-7567763.0,-2.77,-5421725.0,-1.98,2300279.0,0.84,10689211.0,3.91
2785,688102,斯瑞新材,10.44,-9.84,-12993153.0,-6.35,344098.0,0.17,-13337251.0,-6.52,394864.0,0.19,12598293.0,6.16
2786,000584,ST工智,2.84,-7.49,-12998584.0,-4.24,-7016328.0,-2.29,-5982256.0,-1.95,-3080965.0,-1.01,16079548.0,5.25
2787,002551,尚荣医疗,3.21,-7.76,-13001415.0,-2.82,-3789444.0,-0.82,-9211971.0,-2.0,-6507811.0,-1.41,19509228.0,4.23
